"","business_id","sug1","sug2","sug3","sug4_byattribute"
"1783","CxE5OE_t29h_wqqK1BsoFA","Parking lots create convinience for your customers. More parking places can increase your rating!","Having happy hour in your restaurant can make your restaurant more popular.","Making better coffee is a good way to increase rating."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"1784","cXHKyZfuaObtVi10hQqLcg","Train your waiters to be more courteous.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"1785","CxsN79g8rZoouLwZvr_FVg","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more friendly.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"1786","CXxJkD62XtDrt3pRYNDspg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"1787","CxxK9bqJLKb3zlB7RzkKGQ","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"1788","cxyDANKI4ptp9VdbgEtCtg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Since your location may be difficult to find, a marked sign can help a lot.","Fresh food is essential for your business. Keep the materials fresh!"," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"1789","cXYygP7e6JSu9P2ftj3viQ","Train your waiters to be more courteous.","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more friendly.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"1790","CY2fHhckU6EYqG2fNP0WUA","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Reasonable Price should be considered.","Having table for large group can attract more customers.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"1791","CYbrDESVuf8wpxRbxgBMJg","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Having happy hour in your restaurant can make your restaurant more popular.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"1792","CyKsmdixwdmqYPXzzSkU6Q","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Train your waiters to be more friendly."," Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"1793","CYKvEc30_ujFBfgoSIawUw","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!"," Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"1794","CYsSfDDpAtswz_FIzsXCew","The waiting time for customers may be too long. Shorten that time benefits your business! ","More TVs can make your place attractive.","Since your location may be difficult to find, a marked sign can help a lot."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
